Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
Texas,US,02/04/2021 4:20,31.02539637,-96.51272246,2059,39,,,"Robertson, Texas, US",12059.27141,1.894123361
Texas,US,02/04/2021 4:20,32.89779518,-96.40771592,11121,149,,,"Rockwall, Texas, US",10600.00953,1.339807571
Texas,US,02/04/2021 4:20,31.8314342,-99.97616148,1270,37,,,"Runnels, Texas, US",12373.34373,2.913385827
Texas,US,02/04/2021 4:20,32.10773545,-94.76176432,3868,105,,,"Rusk, Texas, US",7109.509981,2.714581179
Texas,US,02/04/2021 4:20,31.34318809,-93.85440451,509,43,,,"Sabine, Texas, US",4828.305824,8.447937132
Texas,US,02/04/2021 4:20,31.39457611,-94.17000399,553,32,,,"San Augustine, Texas, US",6713.609324,5.786618445
Texas,US,02/04/2021 4:20,30.57933681,-95.16260304,1159,34,,,"San Jacinto, Texas, US",4016.078173,2.933563417
Texas,US,02/04/2021 4:20,28.00880118,-97.51763891,4152,146,,,"San Patricio, Texas, US",6222.089015,3.516377649
Texas,US,02/04/2021 4:20,31.1577796,-98.81758731,794,23,,,"San Saba, Texas, US",13113.12964,2.896725441
Texas,US,02/04/2021 4:20,30.89740592,-100.5384842,233,6,,,"Schleicher, Texas, US",8342.284282,2.575107296
Texas,US,02/04/2021 4:20,32.74613808,-100.9162664,2369,62,,,"Scurry, Texas, US",14183.08088,2.617138033
Texas,US,02/04/2021 4:20,32.73587756,-99.35401337,255,5,,,"Shackelford, Texas, US",7810.107198,1.960784314
Texas,US,02/04/2021 4:20,31.79211404,-94.14550696,1600,66,,,"Shelby, Texas, US",6330.616444,4.125
Texas,US,02/04/2021 4:20,36.27751473,-101.8933156,210,12,,,"Sherman, Texas, US",6949.040371,5.714285714
Texas,US,02/04/2021 4:20,32.37474036,-95.2717568,19523,447,,,"Smith, Texas, US",8387.933886,2.28960713
Texas,US,02/04/2021 4:20,32.22236802,-97.77403489,1054,14,,,"Somervell, Texas, US",11546.88869,1.328273245
Texas,US,02/04/2021 4:20,26.56150059,-98.73892358,9296,289,,,"Starr, Texas, US",14382.74566,3.108864028
Texas,US,02/04/2021 4:20,32.73553157,-98.83631615,768,25,,,"Stephens, Texas, US",8199.871877,3.255208333
Texas,US,02/04/2021 4:20,31.82781912,-101.0500746,107,4,,,"Sterling, Texas, US",8288.148722,3.738317757
Texas,US,02/04/2021 4:20,33.17906744,-100.2538401,156,6,,,"Stonewall, Texas, US",11555.55556,3.846153846
Texas,US,02/04/2021 4:20,30.49856623,-100.5382014,477,8,,,"Sutton, Texas, US",12632.41525,1.677148847
Texas,US,02/04/2021 4:20,34.53028891,-101.7349174,792,17,,,"Swisher, Texas, US",10707.0434,2.146464646
Texas,US,02/04/2021 4:20,32.77143818,-97.29101614,251106,3300,,,"Tarrant, Texas, US",11943.12526,1.314186041
Texas,US,02/04/2021 4:20,32.30163422,-99.89007449,15389,394,,,"Taylor, Texas, US",11148.70249,2.560270323
Texas,US,02/04/2021 4:20,30.22429013,-102.0766732,75,2,,,"Terrell, Texas, US",9664.948454,2.666666667
Texas,US,02/04/2021 4:20,33.17402785,-102.3354521,1686,55,,,"Terry, Texas, US",13666.20734,3.262158956
Texas,US,02/04/2021 4:20,33.17751417,-99.21226795,73,5,,,"Throckmorton, Texas, US",4863.424384,6.849315068
Texas,US,02/04/2021 4:20,33.21339719,-94.96797273,3659,84,,,"Titus, Texas, US",11172.51908,2.29570921
Texas,US,02/04/2021 4:20,31.40464436,-100.462443,16598,267,,,"Tom Green, Texas, US",13924.49664,1.608627545
Texas,US,02/04/2021 4:20,30.33432034,-97.7853562,79324,955,,,"Travis, Texas, US",6226.598449,1.203923151
Texas,US,02/04/2021 4:20,31.0879489,-95.1367187,712,23,,,"Trinity, Texas, US",4859.736537,3.230337079
Texas,US,02/04/2021 4:20,30.77031716,-94.37690895,1259,37,,,"Tyler, Texas, US",5809.33924,2.938840349
Texas,US,02/04/2021 4:20,,,0,0,,,"Unassigned, Texas, US",,
Texas,US,02/04/2021 4:20,32.73706798,-94.93999853,3208,69,,,"Upshur, Texas, US",7683.280243,2.150872818
Texas,US,02/04/2021 4:20,31.36868194,-102.0423217,381,9,,,"Upton, Texas, US",10418.37572,2.362204724
Texas,US,02/04/2021 4:20,29.35739637,-99.76229172,3520,70,,,"Uvalde, Texas, US",13163.30728,1.988636364
Texas,US,02/04/2021 4:20,29.89149232,-101.1525205,7797,212,,,"Val Verde, Texas, US",15904.13055,2.718994485
Texas,US,02/04/2021 4:20,32.56483801,-95.83766469,4111,113,,,"Van Zandt, Texas, US",7264.53437,2.748722938
Texas,US,02/04/2021 4:20,28.79780988,-96.96813006,8127,194,,,"Victoria, Texas, US",8825.637461,2.387104713
Texas,US,02/04/2021 4:20,30.73872995,-95.57440968,8602,123,,,"Walker, Texas, US",11788.24465,1.429900023
Texas,US,02/04/2021 4:20,30.01058447,-95.99011759,3859,45,,,"Waller, Texas, US",6985.121095,1.166105209
Texas,US,02/04/2021 4:20,31.50999644,-103.0927909,1158,21,,,"Ward, Texas, US",9651.608601,1.813471503
Texas,US,02/04/2021 4:20,30.21498498,-96.40946246,3844,87,,,"Washington, Texas, US",10712.89226,2.26326743
Texas,US,02/04/2021 4:20,27.7610369,-99.33237355,43103,772,,,"Webb, Texas, US",15580.22353,1.791058627
Texas,US,02/04/2021 4:20,29.27765923,-96.22319248,3919,111,,,"Wharton, Texas, US",9430.647801,2.832355193
Texas,US,02/04/2021 4:20,35.40114335,-100.2699514,489,10,,,"Wheeler, Texas, US",9671.677215,2.044989775
Texas,US,02/04/2021 4:20,33.98842886,-98.7041034,14835,368,,,"Wichita, Texas, US",11219.08795,2.480620155
Texas,US,02/04/2021 4:20,34.07945812,-99.24178437,1890,55,,,"Wilbarger, Texas, US",14801.47232,2.91005291
Texas,US,02/04/2021 4:20,26.47411727,-97.61535848,2553,86,,,"Willacy, Texas, US",11953.36642,3.368585977
Texas,US,02/04/2021 4:20,30.64655664,-97.6004854,43275,450,,,"Williamson, Texas, US",7327.902247,1.039861352
Texas,US,02/04/2021 4:20,29.1732598,-98.08693082,4294,66,,,"Wilson, Texas, US",8408.067359,1.537028412
Texas,US,02/04/2021 4:20,31.85008651,-103.0485163,749,21,,,"Winkler, Texas, US",9350.811486,2.803738318
Texas,US,02/04/2021 4:20,33.21570665,-97.65460265,7167,116,,,"Wise, Texas, US",10240.91221,1.618529371
Texas,US,02/04/2021 4:20,32.78722382,-95.38236368,3338,123,,,"Wood, Texas, US",7329.980895,3.684841222
Texas,US,02/04/2021 4:20,33.17320212,-102.8276433,865,27,,,"Yoakum, Texas, US",9927.69425,3.121387283
Texas,US,02/04/2021 4:20,33.17659707,-98.68790885,2136,44,,,"Young, Texas, US",11860.07773,2.059925094
Texas,US,02/04/2021 4:20,27.00156391,-99.16987152,1760,31,,,"Zapata, Texas, US",12412.72304,1.761363636
Texas,US,02/04/2021 4:20,28.86617238,-99.76050829,1844,40,,,"Zavala, Texas, US",15574.32432,2.169197397
Utah,US,02/04/2021 4:20,41.52106798,-113.0832816,20819,94,,,"Bear River, Utah, US",11144.00111,0.451510639
Utah,US,02/04/2021 4:20,39.37231946,-111.5758676,8706,60,,,"Central Utah, Utah, US",10623.03243,0.689179876
Utah,US,02/04/2021 4:20,40.99001837,-112.1139997,36262,158,,,"Davis, Utah, US",10200.82649,0.435717831
Utah,US,02/04/2021 4:20,40.66616532,-111.9216011,143938,824,,,"Salt Lake, Utah, US",12403.77547,0.572468702
Utah,US,02/04/2021 4:20,37.62762978,-109.8033714,1852,37,,,"San Juan, Utah, US",12098.24928,1.997840173
Utah,US,02/04/2021 4:20,38.99617072,-110.7013958,3246,24,,,"Southeast Utah, Utah, US",8068.806085,0.739371534
Utah,US,02/04/2021 4:20,37.85447192,-111.4418764,27897,259,,,"Southwest Utah, Utah, US",11068.39336,0.928415242
Utah,US,02/04/2021 4:20,40.86688146,-110.9535882,5328,11,,,"Summit, Utah, US",12642.06905,0.206456456
Utah,US,02/04/2021 4:20,40.44862644,-113.1295715,6922,40,,,"Tooele, Utah, US",9579.429552,0.577867668
Utah,US,02/04/2021 4:20,40.12491499,-109.5174415,3840,33,,,"TriCounty, Utah, US",6781.816255,0.859375
Utah,US,02/04/2021 4:20,,,870,0,,,"Unassigned, Utah, US",,0
Utah,US,02/04/2021 4:20,40.1166722,-111.6657662,93027,365,,,"Utah, Utah, US",14621.4842,0.392359208
Utah,US,02/04/2021 4:20,40.33110236,-111.1691419,4481,21,,,"Wasatch, Utah, US",13144.23162,0.468645392
Utah,US,02/04/2021 4:20,41.27116049,-111.9145117,28940,199,,,"Weber-Morgan, Utah, US",10626.53991,0.687629578
Vermont,US,02/04/2021 4:20,44.03217337,-73.14130877,925,8,,,"Addison, Vermont, US",2515.158931,0.864864865
Vermont,US,02/04/2021 4:20,43.03519828,-73.09048868,1687,10,,,"Bennington, Vermont, US",4756.131942,0.592768228
Vermont,US,02/04/2021 4:20,44.46548598,-72.10314651,727,5,,,"Caledonia, Vermont, US",2423.89891,0.687757909
Vermont,US,02/04/2021 4:20,44.46322849,-73.08359212,6233,97,,,"Chittenden, Vermont, US",3805.854409,1.556232954
Vermont,US,02/04/2021 4:20,44.72736416,-71.73579864,213,1,,,"Essex, Vermont, US",3456.109038,0.469483568
Vermont,US,02/04/2021 4:20,44.85627605,-72.91249563,1695,37,,,"Franklin, Vermont, US",3431.035181,2.182890855
Vermont,US,02/04/2021 4:20,44.7975824,-73.29679772,172,2,,,"Grand Isle, Vermont, US",2377.332412,1.162790698
Vermont,US,02/04/2021 4:20,44.60353043,-72.64356694,710,2,,,"Lamoille, Vermont, US",2799.463765,0.281690141
Vermont,US,02/04/2021 4:20,44.00470222,-72.37640104,564,3,,,"Orange, Vermont, US",1952.097466,0.531914894
Vermont,US,02/04/2021 4:20,44.82964024,-72.24562697,911,7,,,"Orleans, Vermont, US",3369.45667,0.768386389
Vermont,US,02/04/2021 4:20,43.57723578,-73.03741676,1757,14,,,"Rutland, Vermont, US",3019.367256,0.796812749
Vermont,US,02/04/2021 4:20,,,11,0,,,"Unassigned, Vermont, US",,0
Vermont,US,02/04/2021 4:20,44.27343241,-72.61604978,1611,15,,,"Washington, Vermont, US",2758.136589,0.931098696
Vermont,US,02/04/2021 4:20,42.986982,-72.71268875,1111,14,,,"Windham, Vermont, US",2631.329639,1.260126013
Vermont,US,02/04/2021 4:20,43.58010937,-72.58595157,1196,12,,,"Windsor, Vermont, US",2172.096909,1.003344482
Virgin Islands,US,02/04/2021 4:20,18.3358,-64.8963,2907,26,,,"Virgin Islands, US",2710.034679,0.894392845
Virginia,US,02/04/2021 4:20,37.76707161,-75.63234615,2710,39,,,"Accomack, Virginia, US",8385.938854,1.439114391
Virginia,US,02/04/2021 4:20,38.02080697,-78.55481085,5284,77,,,"Albemarle, Virginia, US",4833.074179,1.457229372
Virginia,US,02/04/2021 4:20,38.814003,-77.08183073,10965,128,,,"Alexandria, Virginia, US",6877.712823,1.167350661
Virginia,US,02/04/2021 4:20,37.78636074,-80.00222498,1270,48,,,"Alleghany, Virginia, US",8546.433378,3.779527559
Virginia,US,02/04/2021 4:20,37.34081025,-77.98584649,821,29,,,"Amelia, Virginia, US",6245.720806,3.53227771
Virginia,US,02/04/2021 4:20,37.60308293,-79.14548696,2791,33,,,"Amherst, Virginia, US",8830.88119,1.18237191
Virginia,US,02/04/2021 4:20,37.37569884,-78.81340003,1479,23,,,"Appomattox, Virginia, US",9295.455974,1.555104801
Virginia,US,02/04/2021 4:20,38.8767675,-77.10139853,14273,246,,,"Arlington, Virginia, US",6026.380456,1.723533945
Virginia,US,02/04/2021 4:20,38.16404586,-79.12461614,5399,68,,,"Augusta, Virginia, US",7145.504116,1.259492499
Virginia,US,02/04/2021 4:20,38.05852573,-79.73912095,251,10,,,"Bath, Virginia, US",6052.568122,3.984063745
Virginia,US,02/04/2021 4:20,37.3080028,-79.5281964,6087,99,,,"Bedford, Virginia, US",7705.3559,1.626416954
Virginia,US,02/04/2021 4:20,37.13128068,-81.13599391,648,10,,,"Bland, Virginia, US",10318.47134,1.543209877
Virginia,US,02/04/2021 4:20,37.55531756,-79.80982182,2417,34,,,"Botetourt, Virginia, US",7232.412699,1.406702524
Virginia,US,02/04/2021 4:20,36.6163024,-82.16359122,1284,31,,,"Bristol, Virginia, US",7660.183749,2.414330218
Virginia,US,02/04/2021 4:20,36.76366949,-77.8593436,1259,20,,,"Brunswick, Virginia, US",7756.761752,1.588562351
Virginia,US,02/04/2021 4:20,37.26818323,-82.03749726,1350,36,,,"Buchanan, Virginia, US",6427.347172,2.666666667
Virginia,US,02/04/2021 4:20,37.57242268,-78.52518834,2071,28,,,"Buckingham, Virginia, US",12077.21017,1.352003863
Virginia,US,02/04/2021 4:20,37.73484642,-79.35296097,867,19,,,"Buena Vista, Virginia, US",13383.76042,2.191464821
Virginia,US,02/04/2021 4:20,37.20553386,-79.09678609,4213,81,,,"Campbell, Virginia, US",7676.049923,1.92262046
Virginia,US,02/04/2021 4:20,38.02679129,-77.34901405,2021,33,,,"Caroline, Virginia, US",6577.705452,1.632855022
Virginia,US,02/04/2021 4:20,36.73066666,-80.73455942,2283,65,,,"Carroll, Virginia, US",7663.388272,2.847130968
Virginia,US,02/04/2021 4:20,37.35358063,-77.05634116,453,15,,,"Charles City, Virginia, US",6505.816458,3.311258278
Virginia,US,02/04/2021 4:20,37.01909701,-78.66314092,798,17,,,"Charlotte, Virginia, US",6717.171717,2.130325815
Virginia,US,02/04/2021 4:20,38.03527919,-78.48569588,3845,53,,,"Charlottesville, Virginia, US",8134.811492,1.378413524
Virginia,US,02/04/2021 4:20,36.67670048,-76.30545744,19537,275,,,"Chesapeake, Virginia, US",7979.659771,1.407585607
Virginia,US,02/04/2021 4:20,37.37373208,-77.5868014,25457,397,,,"Chesterfield, Virginia, US",7215.662043,1.559492478
Virginia,US,02/04/2021 4:20,39.11271747,-77.99199425,892,18,,,"Clarke, Virginia, US",6101.64854,2.01793722
Virginia,US,02/04/2021 4:20,37.26420587,-77.39609676,1527,57,,,"Colonial Heights, Virginia, US",8791.018998,3.73280943
Virginia,US,02/04/2021 4:20,37.7824656,-79.98631446,570,12,,,"Covington, Virginia, US",10292.52438,2.105263158
Virginia,US,02/04/2021 4:20,37.48133648,-80.21072274,273,5,,,"Craig, Virginia, US",5320.600273,1.831501832
Virginia,US,02/04/2021 4:20,38.48199985,-77.9563087,4297,56,,,"Culpeper, Virginia, US",8168.425055,1.303234815
Virginia,US,02/04/2021 4:20,37.51328851,-78.24398086,418,9,,,"Cumberland, Virginia, US",4208.618607,2.153110048
Virginia,US,02/04/2021 4:20,36.58022376,-79.40395668,4169,123,,,"Danville, Virginia, US",10411.04785,2.950347805
Virginia,US,02/04/2021 4:20,37.12560977,-82.35124171,906,15,,,"Dickenson, Virginia, US",6327.699399,1.655629139
Virginia,US,02/04/2021 4:20,37.07544585,-77.63451754,1978,42,,,"Dinwiddie, Virginia, US",6929.652466,2.123356926
Virginia,US,02/04/2021 4:20,36.69455571,-77.53406129,653,42,,,"Emporia, Virginia, US",12214.73999,6.431852986
Virginia,US,02/04/2021 4:20,37.93357639,-76.94230311,705,8,,,"Essex, Virginia, US",6436.592714,1.134751773
Virginia,US,02/04/2021 4:20,38.83677558,-77.27565836,71661,1040,,,"Fairfax, Virginia, US",6244.793174,1.451277543
Virginia,US,02/04/2021 4:20,38.85157547,-77.2977964,523,18,,,"Fairfax City, Virginia, US",2177.442858,3.4416826
Virginia,US,02/04/2021 4:20,38.88485255,-77.17560759,388,9,,,"Falls Church, Virginia, US",2654.443456,2.319587629
Virginia,US,02/04/2021 4:20,38.73564842,-77.80647472,4285,62,,,"Fauquier, Virginia, US",6016.399427,1.446907818
Virginia,US,02/04/2021 4:20,36.9302126,-80.36738849,798,20,,,"Floyd, Virginia, US",5066.98838,2.506265664
Virginia,US,02/04/2021 4:20,37.84157909,-78.27715475,1583,17,,,"Fluvanna, Virginia, US",5804.913825,1.073910297
Virginia,US,02/04/2021 4:20,36.99536167,-79.88023649,3851,72,,,"Franklin, Virginia, US",6871.63199,1.869644248
Virginia,US,02/04/2021 4:20,36.6831435,-76.93859681,1064,28,,,"Franklin City, Virginia, US",13355.08975,2.631578947
Virginia,US,02/04/2021 4:20,39.20172582,-78.25974949,7257,95,,,"Frederick, Virginia, US",8125.356891,1.309080887
Virginia,US,02/04/2021 4:20,38.2977863,-77.4922454,1887,22,,,"Fredericksburg, Virginia, US",6498.82904,1.165871754
Virginia,US,02/04/2021 4:20,36.66601852,-80.91703124,1051,50,,,"Galax, Virginia, US",16559.00425,4.75737393
Virginia,US,02/04/2021 4:20,37.31234791,-80.70636931,1159,18,,,"Giles, Virginia, US",6931.818182,1.553062985
Virginia,US,02/04/2021 4:20,37.40809042,-76.53524337,2058,45,,,"Gloucester, Virginia, US",5510.335225,2.186588921
Virginia,US,02/04/2021 4:20,37.71714806,-77.90381514,1317,21,,,"Goochland, Virginia, US",5544.562792,1.59453303
Virginia,US,02/04/2021 4:20,36.65677234,-81.23215889,1224,32,,,"Grayson, Virginia, US",7871.382637,2.614379085
Virginia,US,02/04/2021 4:20,38.29545894,-78.46525378,1136,15,,,"Greene, Virginia, US",5731.873455,1.320422535
Virginia,US,02/04/2021 4:20,36.67878901,-77.56351439,1525,25,,,"Greensville, Virginia, US",13452.71701,1.639344262
Virginia,US,02/04/2021 4:20,36.76654925,-78.93512622,2677,73,,,"Halifax, Virginia, US",7894.193624,2.726933134
Virginia,US,02/04/2021 4:20,37.03513786,-76.35879121,9565,157,,,"Hampton, Virginia, US",7110.995465,1.641400941
Virginia,US,02/04/2021 4:20,37.7583355,-77.49464673,7361,147,,,"Hanover, Virginia, US",6830.540245,1.997011276
Virginia,US,02/04/2021 4:20,38.43542574,-78.87536254,6188,95,,,"Harrisonburg, Virginia, US",11671.94809,1.535229476
Virginia,US,02/04/2021 4:20,37.53460572,-77.39326555,23244,571,,,"Henrico, Virginia, US",7026.219855,2.456547926
Virginia,US,02/04/2021 4:20,36.68542395,-79.87634026,4390,120,,,"Henry, Virginia, US",8683.26839,2.733485194
Virginia,US,02/04/2021 4:20,38.35799465,-79.56124594,107,1,,,"Highland, Virginia, US",4885.844749,0.934579439
Virginia,US,02/04/2021 4:20,37.29186313,-77.29754684,2351,64,,,"Hopewell, Virginia, US",10435.43877,2.722245853
Virginia,US,02/04/2021 4:20,36.90579348,-76.70842863,2929,61,,,"Isle of Wight, Virginia, US",7892.963971,2.082622055
Virginia,US,02/04/2021 4:20,37.31156958,-76.76950618,4279,69,,,"James City, Virginia, US",5591.782863,1.612526291
Virginia,US,02/04/2021 4:20,38.26818502,-77.15852768,1523,18,,,"King George, Virginia, US",5675.212401,1.181877873
Virginia,US,02/04/2021 4:20,37.70965316,-77.09384941,1083,10,,,"King William, Virginia, US",6315.605318,0.923361034
Virginia,US,02/04/2021 4:20,37.71044922,-76.88689628,359,8,,,"King and Queen, Virginia, US",5110.320285,2.228412256
Virginia,US,02/04/2021 4:20,37.71889653,-76.46400482,687,15,,,"Lancaster, Virginia, US",6479.298312,2.183406114
Virginia,US,02/04/2021 4:20,36.70586667,-83.12606515,2365,45,,,"Lee, Virginia, US",10096.91329,1.902748414
Virginia,US,02/04/2021 4:20,37.78258621,-79.44262866,1151,31,,,"Lexington, Virginia, US",15457.96401,2.693310165
Virginia,US,02/04/2021 4:20,39.08990083,-77.63481877,25391,269,,,"Loudoun, Virginia, US",6139.943609,1.059430507
Virginia,US,02/04/2021 4:20,37.97850256,-77.96274807,1790,27,,,"Louisa, Virginia, US",4761.778085,1.508379888
Virginia,US,02/04/2021 4:20,36.94618528,-78.24133319,721,10,,,"Lunenburg, Virginia, US",5911.774352,1.386962552
Virginia,US,02/04/2021 4:20,37.40021399,-79.19888138,7220,141,,,"Lynchburg, Virginia, US",8786.875669,1.952908587
Virginia,US,02/04/2021 4:20,38.41531222,-78.28220331,563,15,,,"Madison, Virginia, US",4245.532011,2.664298401
Virginia,US,02/04/2021 4:20,38.7464321,-77.48509905,4164,45,,,"Manassas, Virginia, US",10135.0858,1.080691643
Virginia,US,02/04/2021 4:20,38.77058531,-77.44399307,1171,12,,,"Manassas Park, Virginia, US",6699.851242,1.024765158
Virginia,US,02/04/2021 4:20,36.68212094,-79.86352771,1553,74,,,"Martinsville, Virginia, US",12370.55918,4.764971024
Virginia,US,02/04/2021 4:20,37.44164146,-76.34098896,576,12,,,"Mathews, Virginia, US",6520.262622,2.083333333
Virginia,US,02/04/2021 4:20,36.67882005,-78.36131056,2152,62,,,"Mecklenburg, Virginia, US",7035.668748,2.881040892
Virginia,US,02/04/2021 4:20,37.63191998,-76.55064617,554,19,,,"Middlesex, Virginia, US",5235.305235,3.429602888
Virginia,US,02/04/2021 4:20,37.17746986,-80.37868691,8794,86,,,"Montgomery, Virginia, US",8924.747552,0.977939504
Virginia,US,02/04/2021 4:20,37.78790447,-78.88498513,865,12,,,"Nelson, Virginia, US",5793.703952,1.387283237
Virginia,US,02/04/2021 4:20,37.50694406,-76.99828634,1387,14,,,"New Kent, Virginia, US",6006.669265,1.009372747
Virginia,US,02/04/2021 4:20,37.08166899,-76.51754109,12747,208,,,"Newport News, Virginia, US",7112.289022,1.631756492
Virginia,US,02/04/2021 4:20,36.89934014,-76.26420872,16208,235,,,"Norfolk, Virginia, US",6677.048059,1.449901283
Virginia,US,02/04/2021 4:20,37.34062933,-75.87751591,758,34,,,"Northampton, Virginia, US",6473.099915,4.485488127
Virginia,US,02/04/2021 4:20,37.89202088,-76.41949732,711,19,,,"Northumberland, Virginia, US",5878.462174,2.672292546
Virginia,US,02/04/2021 4:20,36.93357076,-82.62750411,253,6,,,"Norton, Virginia, US",6355.187139,2.371541502
Virginia,US,02/04/2021 4:20,37.1435975,-78.05065922,1867,46,,,"Nottoway, Virginia, US",12257.09034,2.463845742
Virginia,US,02/04/2021 4:20,38.24530219,-78.015604,2013,35,,,"Orange, Virginia, US",5433.051739,1.73869846
Virginia,US,02/04/2021 4:20,38.61807452,-78.48797204,1906,57,,,"Page, Virginia, US",7974.228098,2.990556139
Virginia,US,02/04/2021 4:20,36.6801638,-80.2865648,1280,41,,,"Patrick, Virginia, US",7269.42299,3.203125
Virginia,US,02/04/2021 4:20,37.20530399,-77.39368102,3516,77,,,"Petersburg, Virginia, US",11216.74217,2.189988623
Virginia,US,02/04/2021 4:20,36.81980341,-79.39731264,5329,75,,,"Pittsylvania, Virginia, US",8829.572191,1.407393507
Virginia,US,02/04/2021 4:20,37.14259351,-76.35798148,806,16,,,"Poquoson, Virginia, US",6568.331839,1.985111663
Virginia,US,02/04/2021 4:20,36.85914825,-76.35971629,8355,171,,,"Portsmouth, Virginia, US",8850.823111,2.046678636
Virginia,US,02/04/2021 4:20,37.55016038,-77.91267882,1778,12,,,"Powhatan, Virginia, US",5996.222852,0.674915636
Virginia,US,02/04/2021 4:20,37.22554789,-78.43597949,2009,32,,,"Prince Edward, Virginia, US",8810.630646,1.592832255
Virginia,US,02/04/2021 4:20,37.18497668,-77.22922187,3256,24,,,"Prince George, Virginia, US",8489.557531,0.737100737
Virginia,US,02/04/2021 4:20,38.70916224,-77.48713689,42096,468,,,"Prince William, Virginia, US",8950.216335,1.111744584
Virginia,US,02/04/2021 4:20,37.06474963,-80.71229738,2463,60,,,"Pulaski, Virginia, US",7238.36953,2.436053593
Virginia,US,02/04/2021 4:20,37.12222899,-80.5602732,2014,18,,,"Radford, Virginia, US",11036.22116,0.893743793
Virginia,US,02/04/2021 4:20,38.68295619,-78.15826963,321,2,,,"Rappahannock, Virginia, US",4355.495251,0.62305296
Virginia,US,02/04/2021 4:20,37.937575,-76.72920628,1395,12,,,"Richmond, Virginia, US",15460.48986,0.860215054
Virginia,US,02/04/2021 4:20,37.53255773,-77.47966921,15812,243,,,"Richmond City, Virginia, US",6861.77507,1.536807488
Virginia,US,02/04/2021 4:20,37.26865804,-80.06396753,7788,125,,,"Roanoke, Virginia, US",8268.744824,1.605033385
Virginia,US,02/04/2021 4:20,37.27791025,-79.96189766,8004,179,,,"Roanoke City, Virginia, US",8073.187214,2.236381809
Virginia,US,02/04/2021 4:20,37.81204314,-79.44605905,1447,44,,,"Rockbridge, Virginia, US",6410.313206,3.040774015
Virginia,US,02/04/2021 4:20,38.51006137,-78.87260325,6358,103,,,"Rockingham, Virginia, US",7758.578611,1.620006291
Virginia,US,02/04/2021 4:20,36.9302832,-82.10095486,2165,35,,,"Russell, Virginia, US",8143.383736,1.616628176
Virginia,US,02/04/2021 4:20,37.2836193,-80.06219455,1986,44,,,"Salem, Virginia, US",7849.492115,2.21550856
Virginia,US,02/04/2021 4:20,36.71466456,-82.60171704,1703,51,,,"Scott, Virginia, US",7896.689233,2.994715208
Virginia,US,02/04/2021 4:20,38.85905135,-78.56813762,3895,127,,,"Shenandoah, Virginia, US",8930.209098,3.260590501
Virginia,US,02/04/2021 4:20,36.84455636,-81.53344948,2635,89,,,"Smyth, Virginia, US",8752.989636,3.377609108
Virginia,US,02/04/2021 4:20,36.72231125,-77.10642712,1915,53,,,"Southampton, Virginia, US",10861.55068,2.767624021
Virginia,US,02/04/2021 4:20,38.18574462,-77.655399,8876,108,,,"Spotsylvania, Virginia, US",6516.169291,1.216764308
Virginia,US,02/04/2021 4:20,38.41758738,-77.45917053,10197,69,,,"Stafford, Virginia, US",6669.84995,0.676669609
Virginia,US,02/04/2021 4:20,38.15965544,-79.05979937,2533,67,,,"Staunton, Virginia, US",10159.63421,2.64508488
Virginia,US,02/04/2021 4:20,36.70155394,-76.63603554,7412,176,,,"Suffolk, Virginia, US",8047.075173,2.374527793
Virginia,US,02/04/2021 4:20,37.11781893,-76.88450012,405,9,,,"Surry, Virginia, US",6306.44659,2.222222222
Virginia,US,02/04/2021 4:20,36.92432914,-77.25791182,1136,21,,,"Sussex, Virginia, US",10180.12367,1.848591549
Virginia,US,02/04/2021 4:20,37.12191123,-81.56685568,3393,64,,,"Tazewell, Virginia, US",8358.172189,1.886236369
Virginia,US,21/12/2020 13:27,,,0,0,,,"Unassigned, Virginia, US",,
Virginia,US,02/04/2021 4:20,36.73285734,-76.04566934,33253,364,,,"Virginia Beach, Virginia, US",7389.982532,1.094638078
Virginia,US,02/04/2021 4:20,38.90847745,-78.20280433,2570,52,,,"Warren, Virginia, US",6398.765063,2.023346304
Virginia,US,02/04/2021 4:20,36.72341572,-81.95666289,4490,100,,,"Washington, Virginia, US",8355.042799,2.227171492
Virginia,US,02/04/2021 4:20,38.06451466,-78.90293905,2252,34,,,"Waynesboro, Virginia, US",9951.391958,1.509769094
Virginia,US,02/04/2021 4:20,38.11021557,-76.80213247,1196,22,,,"Westmoreland, Virginia, US",6638.912018,1.839464883
Virginia,US,02/04/2021 4:20,37.28131268,-76.70905141,682,11,,,"Williamsburg, Virginia, US",4560.652668,1.612903226
Virginia,US,02/04/2021 4:20,39.17054517,-78.17325058,2664,41,,,"Winchester, Virginia, US",9487.85526,1.539039039
Virginia,US,02/04/2021 4:20,36.9746148,-82.62410519,2988,92,,,"Wise, Virginia, US",7992.937966,3.078982597
Virginia,US,02/04/2021 4:20,36.91582035,-81.07834059,2359,74,,,"Wythe, Virginia, US",8224.097058,3.136922425
Virginia,US,02/04/2021 4:20,37.24374789,-76.54412815,3458,50,,,"York, Virginia, US",5064.440539,1.445922499
Washington,US,02/04/2021 4:20,46.98299757,-118.5601734,1997,22,,,"Adams, Washington, US",9993.49447,1.101652479
Washington,US,02/04/2021 4:20,46.18894415,-117.2022851,1341,28,,,"Asotin, Washington, US",5938.357984,2.087994034
